ref_id,work_id,ref_index,ref_title,ref_authors,ref_year,ref_doi,ref_type,ref_script,ref_lang_cld3,ref_quality
8487_a2,8487,2,English Renaissance Knowledge Base”,NA,NA,NA,article-journal,Latin,NA,anystyle
8487_a3,8487,3,Early,Lancashire; Wooldridge,1994,NA,NA,Latin,en,anystyle
8487_a4,8487,4,Dictionary Databases,NA,NA,NA,book,Latin,en,anystyle
8487_a5,8487,5,The papers of this volume are being reissued in electronic form in the CH Working Papers,NA,NA,NA,NA,Latin,en,anystyle
8487_a6,8487,6,Conflits de générations et usages littéraires concurrents dans la première édition du Dictionnaire de l’Académie française,Leroy-Turcan,1996 1694,NA,NA,Latin,fr,anystyle
8487_a7,8487,7,Modalités de mise en oevre de l’informatisation de la première édition du Dictionnaire de l’Académie française,Leroy-Turcan,1996,NA,NA,Latin,fr,anystyle
8487_a8,8487,8,paper given at Les Journées “Dictionnaires électroniques du français des XVIe et,NA,NA,NA,NA,Latin,fr,anystyle
8487_a9,8487,9,Un demi-siècle d’or pour les dictionnaires de langue français”,Pruvost,1995,NA,article-journal,Latin,fr,anystyle
8487_a10,8487,10,Colloque 1994 La Journée des dictionnaires,NA,NA,NA,NA,Latin,fr,anystyle
8487_a11,8487,11,Centre de Recherche Texte/Histoire,Cergy-Pontoise,NA,NA,NA,Latin,fr,anystyle
8487_a12,8487,12,Concordance du Thresor de la langue françoyse de Jean Nicot,Wooldridge,1985,NA,NA,Latin,es,anystyle
8487_a13,8487,13,"matériaux lexicaux, lexicographiques et méthodologiques",NA,NA,NA,book,Latin,fr,anystyle
8487_a14,8487,14,Projet d’informatisation du Dictionnaire de l’Académie,Wooldridge,1994 1694,NA,NA,Latin,fr,anystyle
8487_a15,8487,15,Colloque du tricentenaire du Dictionnaire de l’Académie française (Institut de France,NA,1994-11,NA,NA,Latin,fr,anystyle
8487_a16,8487,16,"Bases dictionnairiques, bases philologiques, bases de connaissances culturelles”",Wooldridge,1995,NA,paper-conference,Latin,fr,anystyle
8487_a17,8487,17,Colloque “Autour de l’informatisation du Trésor de la langue française,NA,1995-05,NA,NA,Latin,fr,anystyle
8487_a18,8487,18,Metalinguistic Keywords as a Structural Retrieval,Wooldridge; Leroy-Turcan,1995,NA,NA,Latin,NA,anystyle
8487_a19,8487,19,Tool for Early Dictionaries”,NA,1995,NA,article-journal,Latin,en,anystyle
8488_a1,8488,1,Taking the Myth out of OCR,NA,1995,NA,NA,Latin,en,anystyle
8488_a2,8488,2,Review of L’Entrée d’Espagne by Antoine Thomas,Bertoni,1915,NA,article-journal,Latin,fr,anystyle
8488_a3,8488,3,"Review of La Geste Francor, edited by Aldo Rosellini",Capusso,1988 1988,NA,article-journal,Latin,NA,anystyle
8488_a4,8488,4,Les épopées françaises,Gautier,1878,NA,book,Latin,fr,anystyle
8488_a5,8488,5,Review of La “Geste francor,Holden,1987,NA,article-journal,Latin,NA,anystyle
8488_a6,8488,6,L’état actuel des recherches sur le franco-italien: corpus de textes et description linguistique,Holtus,NA,NA,chapter,Latin,fr,anystyle
8488_a7,8488,7,La versione franco-italiana della “Bataille d’Aliscans”: Codex marcianus fr,NA,1985,NA,book,Latin,NA,anystyle
8488_a8,8488,8,Beihefte zur Zeitschrift für romanische Philologie,NA,NA,NA,article-journal,Latin,de,anystyle
8488_a9,8488,9,Lexicalische Untersuchungen zur Interferenz: die franko-italienische “Entrée d’Espagne”,NA,1979,NA,book,Latin,de,anystyle
8488_a10,8488,10,Zu Versuchen der Kodifizierung einer romanischen Kunstsprache: Franko-Italienisch,NA,NA,NA,chapter,Latin,de,anystyle
8488_a11,8488,11,Zum Stand der Kodifizierung romanischer,NA,NA,NA,NA,Latin,de,anystyle
8488_a12,8488,12,5. Romanistisches Kolloquium (1988: Katholische Univerisität Eichstatt,NA,NA,NA,article-journal,Latin,de,anystyle
8488_a13,8488,13,Epica feudale,Krauss,1980,NA,article-journal,Latin,NA,anystyle
8488_a14,8488,14,Dictionaries,Larkin,1994,NA,NA,Latin,id,anystyle
8488_a15,8488,15,Computers,NA,NA,NA,chapter,Latin,NA,anystyle
8488_a16,8488,16,Handschriftliche,Mussafia,1863,NA,NA,Latin,de,anystyle
8488_a17,8488,17,Markus Bibliothek in Venedig,NA,NA,NA,chapter,Latin,NA,anystyle
8488_a18,8488,18,Ricerche intorno ai “Reali di,Rajna,1872,NA,NA,Latin,it,anystyle
8488_a19,8488,19,Francia”,NA,NA,NA,book,Latin,NA,anystyle
8488_a20,8488,20,Il francese come lingua letteraria e il franco-lombardo. L’epica carolingia nel Veneto,Renzi,1976,NA,chapter,Latin,it,anystyle
8488_a21,8488,21,"Origine, struttura e caratteri del Franco-veneto",Ruggieri,1961 1961,NA,article-journal,Latin,it,anystyle
8488_a22,8488,22,La “Chanson de Roland,NA,NA,NA,book,Latin,fr,anystyle
8488_a23,8488,23,La Guerra d’Attila: Poema franco-italiano,Casola,1941,NA,book,Latin,it,anystyle
8488_a24,8488,24,"Opere: Pharsale, Continuazione dell’Entrée d’Espagne, Passion",Verona,1992,NA,book,Latin,it,anystyle
8488_a25,8488,25,Chanson de geste franco-italienne: Publiée d’après le ms. unique de Venise,d’Espagne,1913,NA,book,Latin,fr,anystyle
8488_a26,8488,26,Didot et Cie,NA,NA,NA,NA,Latin,fr,anystyle
8488_a27,8488,27,St,francor],NA,NA,article-journal,Latin,NA,anystyle
8488_a28,8488,28,La “Geste Francor” di Venezia. Edizione integrale del Codice XIII del Fondo francese della Marciana,NA,1986,NA,article-journal,Latin,it,anystyle
8488_a29,8488,29,Reference works standard to the study of Old,NA,NA,NA,NA,Latin,en,anystyle
8488_a30,8488,30,Dictionnaire étymologique de l’ancien français,Straka,1974,NA,book,Latin,fr,anystyle
8488_a31,8488,31,Grande Dizionario della Lingua Italiana,Battaglia,1961,NA,book,Latin,it,anystyle
8488_a32,8488,32,Dizionario Etimologico Italiano,NA,NA,NA,NA,Latin,it,anystyle
8488_a33,8488,33,Dictionnaire étymologique de la langue française,NA,NA,NA,book,Latin,fr,anystyle
8488_a34,8488,34,Dizionario etimologico della lingua italiana,Cortelazzo; Zolli,1979,NA,book,Latin,it,anystyle
8488_a35,8488,35,Etymologisches Wörterbuch der französischen Sprache,Gamillscheg,1969,NA,book,Latin,de,anystyle
8488_a36,8488,36,Dictionnaire de l’ancienne langue française et de tous ses dialectes du IXe au XVe siécle,Godefroy,1881,NA,book,Latin,fr,anystyle
8488_a37,8488,37,Dictionnaire de l’ancien français jusqu’au milieu du XIVe siècle,Greimas,1968,NA,NA,Latin,fr,anystyle
8488_a38,8488,38,19664. Petit dictionnaire provençalfrançais,Levy,NA,NA,book,Latin,fr,anystyle
8488_a39,8488,39,19353. Romanisches etymologisches Wörterbuch,Meyer-Lübke,NA,NA,book,Latin,de,anystyle
8488_a40,8488,40,Lessico Etimologico Italiano,Pfister,1979,NA,NA,Latin,NA,anystyle
8488_a41,8488,41,Altfranzösisches Wörterbuch,NA,NA,NA,book,Latin,de,anystyle
8488_a42,8488,42,Französisches etymologisches Wörterbuch,Wartburg,1928,NA,book,Latin,de,anystyle
8491_a1,8491,1,La phrase de Zola,Brunet,1985,NA,article-journal,Latin,eo,anystyle
8491_a2,8491,2,Critique Littéraire et l’Ordinateur,NA,NA,NA,NA,Latin,fr,anystyle
8491_a3,8491,3,Dictionnaire des Fréquences,Imbs,1971,NA,book,Latin,fr,anystyle
8491_a4,8491,4,The Advanced Theory of Statistics,NA,1983,NA,NA,Latin,en,anystyle
8491_a5,8491,5,"Design and Analysis, and Time",NA,NA,NA,NA,Latin,en,anystyle
8491_a6,8491,6,Encyclopedia of Statistical Science,Kotz; Johnson,1989,NA,NA,Latin,NA,anystyle
8491_a7,8491,7,France in Modern Times,NA,NA,NA,NA,Latin,en,anystyle
8493_a1,8493,1,Computers and the Study of Literature,Burrows,1992,NA,chapter,Latin,en,anystyle
8493_a2,8493,2,Tiptoeing into the infinite: testing for evidence of national differences in the language of English narrative,Burrows,1993,NA,chapter,Latin,en,anystyle
8493_a3,8493,3,Authorship Attribution,Holmes,1994,NA,article-journal,Latin,NA,anystyle
8493_a4,8493,4,The Federalist Revisited: New Directions in Authorship Attribution,Holmes; Forsyth,1995,NA,article-journal,Latin,en,anystyle
8493_a5,8493,5,Applied Bayesian and Classical Inference. The case of the Federalist Papers,Mosteller; Wallace,1964,NA,book,Latin,en,anystyle
8494_a1,8494,1,The Dutch computer corpus pilot project,Keulen,1986,NA,chapter,Latin,NA,anystyle
8494_a2,8494,2,Corpus Linguistics and the Automatic Analysis of English,Oostdijk,1991,NA,book,Latin,en,anystyle
8495_a1,8495,1,"Vocabulaire de Jean Giraudoux: Structure et Évolution, Slatkine",Brunet,1978,NA,NA,Latin,fr,anystyle
8495_a2,8495,2,Computers and the Study of Literature,Burrows,1992,NA,chapter,Latin,en,anystyle
8495_a3,8495,3,The Federalist Revisited: New Directions in Authorship Attribution,Holmes; Forsyth,1995,NA,article-journal,Latin,en,anystyle
8495_a4,8495,4,Some simple measures of richness of vocabulary,Honoré,1979,NA,article-journal,Latin,en,anystyle
8495_a5,8495,5,Proper nouns as proper style markers of poetry and prose,Juillard,1990,NA,article-journal,Latin,en,anystyle
8495_a6,8495,6,On a Distribution Law for Word Frequencies,Sichel,1975,NA,article-journal,Latin,en,anystyle
8495_a7,8495,7,Measurement of Diversity,Simpson,1949,NA,article-journal,Latin,NA,anystyle
8495_a8,8495,8,The Statistical Study of Literary Vocabulary,Yule,1944,NA,book,Latin,en,anystyle
8496_a1,8496,1,Estimating lexical priors for low-frequency morphologically ambiguous forms,Baayen; Sproat,1996,NA,NA,Latin,en,anystyle
8496_a2,8496,2,Classification and Regression Trees,Breiman; Friedman; Olshen; Stone,1984,NA,book,Latin,en,anystyle
8496_a3,8496,3,The population frequencies of species and the estimation of population parameters,Good,1953,NA,article-journal,Latin,en,anystyle
8498_a1,8498,1,Erfaringer fra opprettelse av datastyrt gjenstandsregister,Fehr; Mørch,NA,NA,NA,Latin,no,anystyle
8498_a2,8498,2,The Documentation Project at the University of Oslo – Interfacing the,Holmen; Uleberg,NA,NA,NA,Latin,en,anystyle
8498_a3,8498,3,"CAA 95, Leiden",NA,NA,NA,NA,Latin,fi,anystyle
8498_a4,8498,4,"Making an information system for the Humanities, Computers and the",Ore,NA,NA,NA,Latin,en,anystyle
8498_a5,8498,5,Syntheses in object oriented analysis,Rold,NA,NA,NA,Latin,en,anystyle
8498_a6,8498,6,Applications and Quatitative Methods in Archaeology,NA,NA,NA,article-journal,Latin,en,anystyle
8499_a1,8499,1,One-Level,Bird; Ellison,1992,NA,NA,Latin,NA,anystyle
8499_a2,8499,2,Phonology: Autosegmental Representations and Rules as Finite-State Automata,NA,NA,NA,article-journal,Latin,NA,anystyle
8499_a3,8499,3,Codes for Phonetic Symbols,NA,NA,NA,article-journal,Latin,NA,anystyle
8499_a4,8499,4,Syllables,Fudge,1969,NA,article-journal,Latin,NA,anystyle
8499_a5,8499,5,Branching Structures within the,Fudge,1987,NA,NA,Latin,en,anystyle
8499_a6,8499,6,Syllable,NA,NA,NA,article-journal,Latin,gl,anystyle
8499_a7,8499,7,Some Generalisations,Greenberg,1969,NA,NA,Latin,NA,anystyle
8499_a8,8499,8,Concerning Initial and Final Consonant Sequences,NA,NA,NA,article-journal,Latin,en,anystyle
8499_a9,8499,9,An Introduction to,Hooper,1976,NA,NA,Latin,en,anystyle
8499_a10,8499,10,Natural Generative Phonology,NA,NA,NA,book,Latin,NA,anystyle
8501_a1,8501,1,Web page with more information and articles,NA,NA,NA,NA,Latin,en,anystyle
8501_a2,8501,2,`Towards an English-Norwegian parallel corpus',Johansson; Hofland,1994,NA,chapter,Latin,NA,anystyle
8501_a3,8501,3,`Coding and Aligning the English-Norwegian Parallel Corpus',Johansson; Ebeling; Hofland,1996,NA,paper-conference,Latin,en,anystyle
8504_a1,8504,1,Computer,Abelson; Carroll,1965,NA,NA,Latin,nl,anystyle
8504_a2,8504,2,Simulation of Individual Belief Systems”,NA,NA,NA,NA,Latin,en,anystyle
8504_a3,8504,3,Subjective Understanding,Carbonell,1979,NA,NA,Latin,nl,anystyle
8504_a4,8504,4,Computer Models of Belief Systems,NA,NA,NA,thesis,Latin,en,anystyle
8504_a5,8504,5,Thesis,NA,NA,NA,book,Latin,en,anystyle
8504_a6,8504,6,Computer Science Department,NA,NA,NA,report,Latin,NA,anystyle
8504_a7,8504,7,On Meaning: Selected Writings in Semiotic,NA,NA,NA,NA,Latin,en,anystyle
8504_a8,8504,8,Innovations in Text,Jacobs; Rau,1993,NA,NA,Latin,en,anystyle
8504_a9,8504,9,Metaphor and War: The Metaphor System Used to Justify the War in the,Lakoff,1991,NA,NA,Latin,en,anystyle
8504_a10,8504,10,Gulf”,NA,NA,NA,article-journal,Latin,NA,anystyle
8504_a11,8504,11,Science in Action: How to follow scientists and engineers through society,Latour,1987,NA,NA,Latin,en,anystyle
8504_a12,8504,12,"A Note on Socio-Technical Graphs, Social Studies of",Latour; Teil,1992,NA,NA,Latin,en,anystyle
8504_a13,8504,13,Proceedings of the Third Message,NA,1991,NA,NA,Latin,en,anystyle
8504_a14,8504,14,Actor-Role Analysis: Ideology,Sack,1994,NA,NA,Latin,en,anystyle
8504_a15,8504,15,Point of View and the News,NA,NA,NA,report,Latin,en,anystyle
8504_a16,8504,16,Tracking Point of View in Narrative,Wiebe,1994,NA,article-journal,Latin,en,anystyle
8505_a1,8505,1,A New Approach to the Logic Theory of Interrogatives,NA,NA,NA,book,Latin,en,anystyle
8505_a2,8505,2,The Logic of Questions and Answers,Belnap; Steel,NA,NA,book,Latin,en,anystyle
8505_a3,8505,3,On the Logic of Incomplete,Cresswell,NA,NA,NA,Latin,en,anystyle
8505_a4,8505,4,Answers,NA,NA,NA,article-journal,Latin,ny,anystyle
8505_a5,8505,5,Sur la notion Harissienne de transformation et son application au français,Gross,1990,NA,article-journal,Latin,fr,anystyle
8505_a6,8505,6,The Logic of Questions,Harrah,NA,NA,NA,Latin,en,anystyle
8505_a7,8505,7,Structures Mathématiques du,Harris,NA,NA,NA,Latin,fr,anystyle
8505_a8,8505,8,Edition Dunod,NA,1971,NA,NA,Latin,NA,anystyle
8505_a9,8505,9,La génèse de l’analyse des transformations et de la métalangue,Harris,NA,NA,article-journal,Latin,fr,anystyle
8505_a10,8505,10,"The Semantics of Questions and the Questions Of Semantics: Case Studies in the Interrelations of Logic, Semantics and",Hintikka,NA,NA,NA,Latin,NA,anystyle
8505_a11,8505,11,On the Coherence and Structure of Discourse,Hobbs,NA,NA,report,Latin,en,anystyle
8505_a12,8505,12,"Hovy, Approaches to the Planning of",H,NA,NA,NA,Latin,en,anystyle
8505_a13,8505,13,Coherent Text,NA,NA,NA,NA,Latin,en,anystyle
8505_a14,8505,14,The Process of Questions Answering,Lehnert,1978,NA,book,Latin,en,anystyle
8505_a15,8505,15,Text Generation: The Problem of Text Structure,Mann,NA,NA,NA,Latin,en,anystyle
8505_a16,8505,16,Structure Theory,NA,NA,NA,chapter,Latin,en,anystyle
8505_a17,8505,17,"Artificial Intelligence, Psychology and Linguistics",NA,1987,NA,book,Latin,en,anystyle
8505_a18,8505,18,Expressibility and the Problem of Efficient Text Planning,Meteer,NA,NA,chapter,Latin,en,anystyle
8505_a19,8505,19,Compréhension/mémorisation de textes de différentes structures par sujets normaux et pathologiques,Nespoulous; Virbel,NA,NA,report,Latin,fr,anystyle
8505_a20,8505,20,User Modeling in Text Generation,Paris,1993,NA,chapter,Latin,en,anystyle
8505_a21,8505,21,Représentation de l’architecture textuelle et génération de texte,Pascual,NA,NA,thesis,Latin,fr,anystyle
8505_a22,8505,22,Le problème de la génération de textes structurés,Pascual; Virbel,NA,NA,article-journal,Latin,fr,anystyle
8505_a23,8505,23,Congrès Reconnaissance des Formes et Intelligence Artificielle,NA,1989,NA,NA,Latin,fr,anystyle
8505_a24,8505,24,"L’intelligence artificielle et le langage, processus de compréhension",Sabah,NA,NA,NA,Latin,fr,anystyle
8505_a25,8505,25,This project is supervised by Jean-Luc Nespoulous and Jacques Virbel,NA,NA,NA,NA,Latin,en,anystyle
8505_a26,8505,26,Research Program in Cognitive Science of Toulouse,NA,NA,NA,book,Latin,en,anystyle
8505_a27,8505,27,It is financed by the,Program),NA,NA,NA,Latin,NA,anystyle
8509_a1,8509,1,Not Unless You Ask Nicely: The Interpretive Nexus Between Analysis and Information”,Burrows,1992,NA,article-journal,Latin,en,anystyle
8509_a2,8509,2,Traducteur du latin de l’Histoire Auguste). Les Empereurs Romains des IIe et IIIe Siècles,Chastagnol,1994,NA,book,Latin,fr,anystyle
8509_a3,8509,3,Historia Augusta,NA,1991,NA,NA,Latin,NA,anystyle
8509_a4,8509,4,Authorship Attribution. A monograph produced for the Faculty of Computer,Holmes,1992,NA,NA,Latin,en,anystyle
8509_a5,8509,5,"Studies and Mathematics, University of the",NA,NA,NA,NA,Latin,NA,anystyle
8509_a6,8509,6,Authorship Attribution”,Holmes,1994,NA,NA,Latin,NA,anystyle
8509_a7,8509,7,Some Simple Measures of,Honoré,1979,NA,NA,Latin,en,anystyle
8509_a8,8509,8,Richness of Vocabulary”,NA,NA,NA,article-journal,Latin,NA,anystyle
8509_a9,8509,9,Journal of the Warburg and Courtauld Institutes,Momigliano,1954,NA,NA,Latin,en,anystyle
8509_a10,8509,10,On a Distribution Law for,Sichel,1975,NA,NA,Latin,en,anystyle
8509_a11,8509,11,Word Frequencies”,NA,NA,NA,article-journal,Latin,en,anystyle
8510_a1,8510,1,Mark Twain and the Quintus Curtius Snodgrass Letters: A Statistical Test of,Brinegar,NA,NA,NA,Latin,en,anystyle
8510_a2,8510,2,Authorship,NA,1963,NA,article-journal,Latin,zu,anystyle
8510_a3,8510,3,Computation into Criticism: A Study of Jane Austen’s Novels and an experiment in Method,Burrows,1987,NA,book,Latin,en,anystyle
8510_a4,8510,4,The Use of Function Word Frequencies as Indicators of Style,Damerau,1975,NA,article-journal,Latin,en,anystyle
8510_a5,8510,5,A Statistical Method for determining,Ellegard,NA,NA,NA,Latin,en,anystyle
8510_a6,8510,6,On the Mathematical Analysis of Style,Fucks,1952,NA,article-journal,Latin,en,anystyle
8510_a7,8510,7,Vie et mort d’Émile Ajar,Gary,1981?,NA,book,Latin,fr,anystyle
8510_a8,8510,8,And Quiet Flows the Don Through the Computer,Kjetsså,NA,NA,book,Latin,en,anystyle
8510_a9,8510,9,The Characteristic Curves of,Mendenhall,NA,NA,NA,Latin,en,anystyle
8510_a10,8510,10,Composition,NA,1887,NA,article-journal,Latin,fr,anystyle
8510_a11,8510,11,Inference and,Mosteller; Wallace,NA,NA,NA,Latin,en,anystyle
8510_a12,8510,12,The Federalist,Authorship,1964,NA,book,Latin,NA,anystyle
8510_a13,8510,13,L’Homme que l’on croyait,Pavlowich,NA,NA,NA,Latin,fr,anystyle
8510_a14,8510,14,A Note on the Statistical Analysis of Sentence-Length as a Criterion of Literary,Williams,NA,NA,NA,Latin,en,anystyle
8510_a15,8510,15,Style,NA,1940,NA,article-journal,Latin,NA,anystyle
8510_a16,8510,16,On Sentence-Length as a Statistical,Yule,NA,NA,NA,Latin,en,anystyle
8510_a17,8510,17,"Characteristic of Style in Prose, with Application to Two Cases of Disputed Authorship",NA,NA,NA,NA,Latin,en,anystyle
8511_a1,8511,1,Inference and,Mosteller; Wallace,NA,NA,NA,Latin,en,anystyle
8511_a2,8511,2,The Federalist,Authorship,1964,NA,book,Latin,NA,anystyle
8511_a3,8511,3,An Example,Felton,NA,NA,paper-conference,Latin,en,anystyle
8511_a4,8511,4,The Gospel of Signs: A Reconstruction of the Narrative Source Underlying the Fourth Gospel,Fortna,NA,NA,book,Latin,en,anystyle
9023_a1,9023,1,Analyzing Linguistic Data,Baayen,2008,NA,NA,Latin,NA,anystyle
9023_a2,9023,2,A Practical Introduction to Statistics using R,NA,NA,NA,NA,Latin,en,anystyle
9023_a3,9023,3,Computation into Criticism: A,Burrows,1987,NA,NA,Latin,NA,anystyle
9023_a4,9023,4,Study of Jane Austen’s Novels and an Experiment in,NA,NA,NA,NA,Latin,en,anystyle
9023_a5,9023,5,Method,NA,NA,NA,book,Latin,NA,anystyle
9023_a6,9023,6,Delta’: a measure of stylistic difference and a guide to likely authorship,Burrows,2002,NA,article-journal,Latin,en,anystyle
9023_a7,9023,7,"Authorial attribution and computational stylistics: if you tell authors apart, have you learned anything about them? Literary and",Craig,1999,NA,NA,Latin,en,anystyle
9023_a8,9023,8,Authorship,NA,NA,NA,book,Latin,zu,anystyle
9023_a9,9023,9,"Does size matter? Authorship attribution, small samples, big problem",Eder,2010,NA,article-journal,Latin,en,anystyle
9023_a10,9023,10,Style-markers in authorship attribution: a cross-language study of the authorial fingerprint,Eder,2011,NA,article-journal,Latin,en,anystyle
9023_a11,9023,11,Stylometry with,Eder; Rybicki,2011,NA,NA,Latin,en,anystyle
9023_a12,9023,12,Digital Humanities 2011: Cconference Abstracts,NA,NA,NA,NA,Latin,en,anystyle
9023_a13,9023,13,"Do birds of a feather really flock together, or how to choose test samples for authorship attribution",Eder; Rybicki,2012,NA,article-journal,Latin,en,anystyle
9023_a14,9023,14,A comparative study of machine learning methods for authorship attribution,Jockers; Witten,2010,NA,article-journal,Latin,en,anystyle
9023_a15,9023,15,Computational methods in authorship attribution,NA,NA,NA,NA,Latin,NA,anystyle
9023_a16,9023,16,The great mystery of the (almost) invisible translator: stylometry in translation,Rybicki,2012,NA,chapter,Latin,en,anystyle
